Record #,Field Office ,Allegation ,Date Case Opened,Year,Final Disposition
463,DAL ,Missed Mission ,7/24/2003,2003,Verbal Counsel
464,DAL ,Misuse of Government Travel Card ,7/25/2003,2003,Resignation
465,DAL ,Missed Mission ,7/28/2003,2003,Verbal Counsel
466,LAX ,Failure to Follow Procedure ,7/28/2003,2003,No Further Action
467,LAX ,Failure to Follow Procedure ,7/28/2003,2003,No Further Action
468,HQ ,Loss of Equipment ,7/28/2003,2003,Verbal Counsel
469,DEN ,Loss of Equipment ,7/31/2003,2003,Letter of Counsel
470,DAL ,Loss of Equipment ,7/29/2003,2003,Letter of Counsel
471,CIN ,Loss of Equipment ,7/29/2003,2003,Letter of Counsel
472,DAL ,Missed Mission ,8/4/2003,2003,Letter of Counsel
473,SEA ,Criminal Arrest ,8/4/2003,2003,No Further Action
474,DEN ,Criminal Arrest ,8/12/2003,2003,Suspension - 2 Day
475,DEN ,Loss of Equipment ,8/12/2003,2003,Verbal Counsel
476,NYC ,Failure to Honor Just Debts ,7/30/2003,2003,Verbal Counsel
477,MIA ,Loss of Equipment ,7/29/2003,2003,Verbal Counsel
478,NYC ,Absent Without Leave ,7/30/2003,2003,Verbal Counsel
479,LAS ,Unintentional Discharge of Firearm ,8/13/2003,2003,No Further Action
480,MIA ,Loss of Equipment ,7/21/2003,2003,Verbal Counsel
481,NWK ,Failure to Follow Procedure ,7/8/2003,2003,No Further Action
482,NWK ,Failure to Follow Procedure ,7/8/2003,2003,No Further Action
483,DEN ,Unprofessional Conduct ,8/4/2003,2003,Letter of Counsel
484,DEN ,Unprofessional Conduct ,8/4/2003,2003,Letter of Counsel
485,CIN ,Sleeping on Duty ,8/14/2003,2003,Letter of Reprimand
486,LAX ,Criminal Arrest ,8/18/2003,2003,Resignation
487,NWK ,Unprofessional Conduct ,8/29/2003,2003,Verbal Counsel
488,MIA ,Loss of Equipment ,8/15/2003,2003,Verbal Counsel
489,MIA ,Falsification of Records ,8/15/2003,2003,Resignation
490,NWK ,Loss of Equipment ,8/15/2003,2003,Verbal Counsel
491,NYC ,Loss of Equipment ,8/19/2003,2003,Letter of Counsel
492,NYC ,Misuse of Government Travel Card ,8/19/2003,2003,Letter of Counsel
493,WFO ,Failure to Honor Just Debts ,8/20/2003,2003,No Further Action
494,ATL ,Criminal Arrest ,8/17/2003,2003,Suspension - 1 Day
495,LAX ,Loss of Equipment ,8/21/2003,2003,No Further Action
496,NYC ,Unprofessional Conduct ,8/22/2003,2003,Removal
497,NWK ,Failure to Honor Just Debts ,8/21/2003,2003,Resignation
498,WFO ,Sexual Harassment ,4/15/2003,2003,Letter of Counsel
499,DAL,Missed Mission ,8/25/2003,2003,Letter of Counsel
500,LAS ,Failure to Follow Procedure ,9/2/2003,2003,Letter of Counsel
501,DEN ,Loss of Equipment ,9/2/2003,2003,Letter of Counsel
502,HOU ,Loss of Equipment ,9/2/2003,2003,Letter of Counsel
503,DET ,Loss of Equipment ,9/2/2003,2003,Letter of Counsel
504,LAX ,Loss of Equipment ,9/3/2003,2003,Letter of Counsel
505,LAX ,Failure to Honor Just Debts ,9/3/2003,2003,Resignation
506,LAX ,Failure to Honor Just Debts ,9/3/2003,2003,Letter of Counsel
507,LAX ,Failure to Honor Just Debts ,9/4/2003,2003,Letter of Counsel
508,CHI ,Misuse of Government Travel Card ,9/9/2003,2003,Resignation
509,MIA ,SSI/Classified Material Violation ,9/12/2003,2003,Removal
510,CHI ,Loss of Equipment ,9/16/2003,2003,Letter of Counsel
511,DAL ,Misuse of Government Property ,9/16/2003,2003,Letter of Counsel
512,HOU ,Loss of Equipment ,9/12/2003,2003,Letter of Counsel
513,WFO ,Loss of Equipment ,9/17/2003,2003,Letter of Counsel
514,ATL ,Loss of Equipment ,9/17/2003,2003,Letter of Counsel
515,CLE ,Loss of Equipment ,9/17/2003,2003,Verbal Counsel
516,CLE ,Loss of Equipment ,9/17/2003,2003,Verbal Counsel
517,WFO ,Unprofessional Conduct ,9/17/2003,2003,No Further Action
518,WFO ,Unprofessional Conduct ,9/17/2003,2003,No Further Action
519,MIA ,Loss of Equipment ,9/17/2003,2003,Verbal Counsel
520,ATL ,Failure to Follow Procedure ,9/17/2003,2003,Verbal Counsel
521,MIA ,Unprofessional Conduct ,9/17/2003,2003,No Further Action
522,CLE ,Loss of Equipment ,9/17/2003,2003,Verbal Counsel
523,LAS ,Failure to Honor Just Debts ,9/23/2003,2003,Resignation
524,DET ,Loss of Equipment ,9/23/2003,2003,Letter of Counsel
525,HOU ,Unprofessional Conduct ,9/18/2003,2003,No Further Action
526,NYC ,Unprofessional Conduct ,9/18/2003,2003,Verbal Counsel
527,DAL ,Failure to Follow Procedure ,9/18/2003,2003,Letter of Counsel
528,DAL ,Failure to Follow Procedure ,9/18/2003,2003,Letter of Counsel
529,CHI ,Loss of Equipment ,9/22/2003,2003,Resignation
530,DEN ,Unintentional Discharge of Firearm ,9/17/2003,2003,Letter of Counsel
531,DAL ,Failure to Honor Just Debts ,9/23/2003,2003,Letter of Counsel
532,DEN ,Miscellaneous ,9/26/2003,2003,Removal
533,DET,Missed Mission ,9/23/2003,2003,Letter of Reprimand
534,WFO ,Unprofessional Conduct ,9/26/2003,2003,Removal
535,DAL ,Loss of Equipment ,9/29/2003,2003,Letter of Counsel
536,BOS ,Drug Policy Violation ,9/29/2003,2003,Removal
537,ATL ,Drug Policy Violation ,9/30/2003,2003,Removal
538,DAL,Misuse of Government Property ,10/1/2003,2003,Letter of Counsel
539,ATL ,Falsification of Records ,10/2/2003,2003,Suspension - 14 Day
540,NYC ,Sleeping on Duty ,10/2/2003,2003,Verbal Counsel
541,MIA ,Misuse of Government Travel Card ,10/2/2003,2003,Resignation
542,MIA ,Unprofessional Conduct ,10/1/2003,2003,Verbal Counsel
543,MIA ,Falsification of Records ,10/1/2003,2003,No Further Action
544,ORL ,Failure to Follow Procedure ,10/1/2003,2003,No Further Action
545,WFO ,Failure to Follow Procedure ,10/1/2003,2003,Verbal Counsel
546,ORL ,Loss of Equipment ,10/3/2003,2003,Letter of Counsel
547,HOU ,Failure to Honor Just Debts ,10/2/2003,2003,Letter of Counsel
548,DAL ,Missed Mission ,10/6/2003,2003,Suspension - 3 Day
549,ATL ,Sleeping on Duty ,10/6/2003,2003,Verbal Counsel
550,WFO ,Loss of Equipment ,10/3/2003,2003,Letter of Reprimand
551,CHI ,Loss of Equipment ,10/2/2003,2003,Letter of Counsel
552,CHI ,Miscellaneous ,10/7/2003,2003,No Further Action
553,HOU ,Loss of Equipment ,10/8/2003,2003,Letter of Counsel
554,HOU ,Missed Mission ,10/8/2003,2003,Letter of Reprimand
555,ATL ,Loss of Equipment ,10/9/2003,2003,Verbal Counsel
556,ORL ,Unprofessional Conduct ,10/9/2003,2003,Suspension - 1 Day
557,MIA ,Missed Mission ,10/10/2003,2003,Resignation
558,HOU ,"Fighting, Threatening, or Intimidating ",10/10/2003,2003,Resignation
559,SEA ,Criminal Arrest ,10/17/2003,2003,Letter of Reprimand
560,LAX ,Failure to Follow Procedure ,10/21/2003,2003,No Further Action
561,LAX ,Failure to Follow Procedure ,10/21/2003,2003,No Further Action
562,NYC ,Unprofessional Conduct ,10/20/2003,2003,Verbal Counsel
563,NYC ,Failure to Follow Instruction ,10/21/2003,2003,Removal
564,LAX ,Sleeping on Duty ,10/23/2003,2003,Letter of Counsel
565,PHL ,Alcohol Policy Violation ,10/9/2003,2003,Last Chance Agreement
566,PHL ,Loss of Equipment ,10/30/2003,2003,Letter of Counsel
567,MIA ,Loss of Equipment ,10/30/2003,2003,Verbal Counsel
568,MIA ,Failure to Follow Procedure ,10/30/2003,2003,Letter of Counsel
569,CHI ,Falsification of Records ,10/31/2003,2003,Resignation
570,DET ,Making Misstatements/False ,10/30/2003,2003,No Further Action
571,HOU ,Sexual Harassment ,10/30/2003,2003,Letter of Counsel
572,HOU ,Missed Mission ,11/4/2003,2003,Letter of Counsel
573,HOU ,Loss of Equipment ,11/4/2003,2003,Suspension - 2 Day
574,NYC ,Misuse of Government Vehicle ,11/5/2003,2003,Resignation
575,LAS ,Unprofessional Conduct ,11/5/2003,2003,Letter of Counsel
576,ORL ,Loss of Equipment ,11/5/2003,2003,Verbal Counsel
577,NYC ,Miscellaneous ,11/10/2003,2003,Resignation
578,NYC ,Abuse of Position/Authority ,11/10/2003,2003,Resignation
579,NYC ,Abuse of POSition/Authority ,11/10/2003,2003,No Further Action
580,WFO ,Criminal Arrest ,11/7/2003,2003,Removal
581,BOS ,Unintentional Discharge of Firearm ,11/10/2003,2003,Verbal Counsel
582,ACY ,Loss of Equipment ,11/10/2003,2003,No Further Action
583,MIA ,Criminal Arrest ,11/10/2003,2003,Resignation
584,NWK ,Loss of Equipment ,11/12/2003,2003,Verbal Counsel
585,DAL ,Failure to Follow Procedure ,11/14/2003,2003,Removal
586,CHI ,Loss of Equipment ,11/14/2003,2003,Letter of Counsel
587,LAS ,Unprofessional Conduct ,11/17/2003,2003,Suspension - 2 Day
588,LAS ,Unprofessional Conduct ,11/17/2003,2003,Resignation
589,LAS ,Unprofessional Conduct ,11/17/2003,2003,No Further Action
590,LAS ,Unprofessional Conduct ,11/17/2003,2003,Suspension - 3 Day
591,LAS ,Unprofessional Conduct ,11/17/2003,2003,Suspension - 3 Day
592,LAS ,Unprofessional Conduct ,11/17/2003,2003,Removal
593,LAS ,Unprofessional Conduct ,11/17/2003,2003,Suspension - 4 Day
594,DEN ,Unprofessional Conduct ,11/17/2003,2003,Suspension - 4 Day
595,LAS ,Unprofessional Conduct ,11/17/2003,2003,Suspension - 3 Day
596,LAS ,Unprofessional Conduct ,11/17/2003,2003,Suspension - 3 Day
597,LAS ,Unprofessional Conduct ,11/17/2003,2003,Suspension - 3 Day
598,LAS ,Unprofessional Conduct ,11/17/2003,2003,No Further Action
599,LAS ,Unprofessional Conduct ,11/17/2003,2003,Letter of Counsel
601,HOU ,Sexual Harassment ,11/14/2003,2003,No Further Action
602,MIA ,Loss of Equipment ,11/17/2003,2003,Verbal Counsel
603,CIN,Falsification of Records ,11/16/2003,2003,Resignation
604,HOU ,Missed Mission ,11/17/2003,2003,Letter of Counsel
605,LAX ,Criminal Arrest ,11/17/2003,2003,Resignation
606,DAL,Loss of Equipment ,11/18/2003,2003,Letter of Counsel
607,CHI ,Dress Code Violation ,11/18/2003,2003,Suspension - 5 Day
608,DAL ,Missed Mission ,10/21/2003,2003,Suspension - 1 Day
609,LAS ,Failure to Honor Just Debts ,11/18/2003,2003,Resignation
610,HOU ,Loss of Equipment ,11/19/2003,2003,Letter of Counsel
611,LAS ,Falsification of Records ,11/19/2003,2003,Resignation
612,CIN ,Falsification of Records ,11/21/2003,2003,Resignation
613,CHI ,Unprofessional Conduct ,11/24/2003,2003,No Further Action
614,CHI ,Misuse of Government Property ,11/25/2003,2003,Suspension - 3 Day
615,HOU ,Failure to Follow Procedure ,11/25/2003,2003,No Further Action
616,HOU ,Loss of Equipment ,11/26/2003,2003,Letter of Counsel
617,HOU ,Loss of Equipment ,11/25/2003,2003,Letter of Counsel
618,LAS ,Hostile Work Environment ,11/26/2003,2003,No Further Action
619,LAS ,Abuse of Position/Authority ,11/26/2003,2003,No Further Action
620,LAS ,Falsification of Records ,11/26/2003,2003,Removal
621,DAL ,Failure to Honor Just Debts ,12/1/2003,2003,Removal
622,MIA ,Unprofessional Conduct ,11/26/2003,2003,No Further Action
624,WFO ,Criminal Conduct ,11/16/2003,2003,Removal
625,PHL ,Miscellaneous ,12/2/2003,2003,No Further Action
626,DET ,Loss of Equipment ,12/3/2003,2003,Letter of Counsel
627,ORL ,Falsification of Records ,12/4/2003,2003,Suspension - 5 Day
628,LAX ,Absent Without Leave ,12/4/2003,2003,Resignation
629,LAS ,Criminal Conduct ,12/9/2003,2003,Verbal Counsel
630,DET ,Missed Mission ,12/9/2003,2003,Letter of Counsel
631,DEN ,Unprofessional Conduct ,12/8/2003,2003,Suspension - 1 Day
632,HOU ,Loss of Equipment ,12/10/2003,2003,Letter of Counsel
633,CHI ,SSI/Classified Material Violation ,10/10/2003,2003,No Further Action
634,ACY ,Unprofessional Conduct ,12/11/2003,2003,Letter of Counsel
635,NYC ,Misuse of Government Travel Card ,12/11/2003,2003,Letter of Counsel
636,CLE ,Miscellaneous ,12/16/2003,2003,No Further Action
637,HOU ,Loss of Equipment ,12/17/2003,2003,Letter of Counsel
638,DEN ,Criminal Arrest ,12/19/2003,2003,Letter of Reprimand
639,LAX ,Dress Code Violation ,12/19/2003,2003,Letter of Counsel
640,LAX ,Dress Code Violation ,12/19/2003,2003,Letter of Counsel
641,CHI ,Unprofessional Conduct ,12/19/2003,2003,Letter of Counsel
642,HOU ,Failure to Honor Just Debts ,12/24/2003,2003,Suspension - 2 Day
643,NWK ,Missed Mission ,12/30/2003,2003,Letter of Counsel
644,NWK ,Missed Mission ,12/30/2003,2003,Letter of Counsel
645,CHI ,Miscellaneous ,12/31/2003,2003,Letter of Counsel
646,CHI ,Loss of Equipment ,12/31/2003,2003,Letter of Counsel
647,DAL ,Missed Mission ,12/31/2003,2003,Letter of Counsel
648,NYC ,Loss of Equipment ,12/31/2003,2003,Letter of Counsel
649,WFO ,Falsification of Records ,1/5/2004,2004,Resignation
650,MIA ,Loss of Equipment ,1/5/2004,2004,Verbal Counsel
651,CHI ,Unintentional Discharge of Firearm ,1/6/2004,2004,Letter of Counsel
652,HOU ,Absent Without Leave ,1/6/2004,2004,Removal
653,ATL ,Loss of Equipment ,1/7/2004,2004,Verbal Counsel
654,ORL ,Falsification of Records ,1/9/2004,2004,Removal
655,HOU ,Loss of Equipment ,1/9/2004,2004,Letter of Counsel
656,MIA ,Loss of Equipment ,1/9/2004,2004,Removal
657,MIA ,Loss of Equipment ,1/9/2004,2004,Verbal Counsel
658,LAX ,Loss of Equipment ,1/9/2004,2004,Suspension - 1 Day
659,ATL ,Loss of Equipment ,1/9/2004,2004,No Further Action
660,MIA ,Loss of Equipment ,1/12/2004,2004,Letter of Counsel
661,HOU ,Missed Mission ,1/13/2004,2004,Letter of Counsel
662,CLE ,Loss of Equipment ,1/14/2004,2004,Letter of Counsel
663,CLT ,Missed Mission ,1/20/2004,2004,Suspension - 1 Day
664,NWK ,Loss of Equipment ,1/20/2004,2004,Verbal Counsel
665,MSP,Failure to Follow Procedure ,1/21/2004,2004,Letter of Counsel
666,SEA ,Failure to Follow Procedure ,1/14/2004,2004,Letter of Counsel
667,HOU ,Loss of Equipment ,1/15/2004,2004,Letter of Counsel
668,CIN,Criminal Arrest ,1/22/2004,2004,Resignation
669,ORL ,Missed Mission ,1/22/2004,2004,Verbal Counsel
670,ORL ,Missed Mission ,1/22/2004,2004,No Further Action
671,HOU ,Loss of Equipment ,1/26/2004,2004,Letter of Counsel
672,DAL ,Unprofessional Conduct ,1/26/2004,2004,No Further Action
673,NYC ,Criminal Arrest ,1/26/2004,2004,Suspension - 1 Day
674,PHL ,Missed Mission ,1/21/2004,2004,Verbal Counsel
675,DAL ,Failure to Follow Procedure ,12/29/2003,2003,Verbal Counsel
676,WFO ,"Fighting, Threatening, or Intimidating ",1/28/2004,2004,Suspension - 3 Day
677,NWK ,International Security Screening ,1/26/2004,2004,Suspension - 5 Day
678,HOU ,Unintentional Discharge of Firearm ,1/29/2004,2004,Suspension - 3 Day
679,BOS ,Criminal Arrest ,1/29/2004,2004,Suspension - 1 Day
680,DET ,Sexual Harassment ,1/30/2004,2004,Letter of Counsel
681,WFO ,Unprofessional Conduct ,1/30/2004,2004,Suspension - 5 Day
682,PIT ,Failure to Follow Procedure ,1/30/2004,2004,Verbal Counsel
683,CHI ,Failure to Honor Just Debts ,2/2/2004,2004,Suspension - 3 Day
684,CHI ,Criminal Conduct ,1/29/2004,2004,No Further Action
685,CIN ,Loss of Equipment ,1/30/2004,2004,Letter of Counsel
686,HOU ,Loss of Equipment ,1/30/2004,2004,Letter of Counsel
687,CLT ,Failure to Follow Procedure ,1/28/2004,2004,Removal
688,ATL ,Loss of Equipment ,2/5/2004,2004,Verbal Counsel
689,ATL ,Criminal Arrest ,2/5/2004,2004,Suspension - 2 Day
690,PIT ,Misuse of Government Travel Card ,2/11/2004,2004,No Further Action
691,DAL ,Failure to Follow Procedure ,2/12/2004,2004,Suspension - 1 Day
692,MIA ,Failure to Follow Procedure ,2/12/2004,2004,No Further Action
693,MIA ,Failure to Follow Procedure ,2/12/2004,2004,No Further Action
694,MIA ,Failure to Follow Procedure ,2/12/2004,2004,No Further Action
695,HOU ,Unprofessional Conduct ,2/10/2004,2004,Resignation
696,NYC ,Failure to Follow Procedure ,2/13/2004,2004,Letter of Counsel
697,DAL ,Unintentional Discharge of Firearm ,2/17/2004,2004,Removal
698,DEN ,Criminal Arrest ,2/18/2004,2004,Resignation
699,PIT ,Misuse of Government Travel Card ,2/25/2004,2004,Suspension - 5 Day
700,WFO ,Loss of Equipment ,2/19/2004,2004,No Further Action
701,PHL ,Missed Mission ,2/20/2004,2004,Letter of Reprimand
702,WFO ,Loss of Equipment ,2/23/2004,2004,Letter of Counsel
703,DEN ,Abuse of Position/Authority ,2/20/2004,2004,Letter of Reprimand
704,MIA ,Falsification of Records ,2/23/2004,2004,Removal
705,HOU ,Loss of Equipment ,2/24/2004,2004,Letter of Counsel
706,WFO ,Loss of Equipment ,2/26/2004,2004,Letter of Counsel
707,PIT ,Unprofessional Conduct ,2/26/2004,2004,Suspension - 3 Day
708,ACY ,Misuse of Government Property ,2/26/2004,2004,Letter of Counsel
709,HOU ,Loss of Equipment ,2/26/2004,2004,Letter of Counsel
710,WFO ,Abuse of Position/Authority ,3/1/2004,2004,Suspension - 30 Day
711,WFO ,Criminal Conduct ,3/2/2004,2004,Letter of Counsel
712,DEN ,Loss of Equipment ,3/2/2004,2004,No Further Action
713,LAS ,Sexual Harassment ,3/3/2004,2004,Letter of Counsel
714,DET,Sexual Harassment ,3/3/2004,2004,Letter of Counsel
715,LAX ,Misuse of Government Travel Card ,3/3/2004,2004,Resignation
716,PIT ,"Fighting, Threatening, or Intimidating ",3/4/2004,2004,Removal
717,DAL ,Misuse of Government Travel Card ,3/5/2004,2004,Resignation
718,CHI ,Loss of Equipment ,3/5/2004,2004,Letter of Counsel
719,WFO ,Failure to Honor Just Debts ,2/11/2004,2004,Suspension - 3 Day
720,NYC ,Alcohol Policy Violation ,3/9/2004,2004,Removal
721,NYC ,Alcohol Policy Violation ,3/9/2004,2004,Resignation
722,NYC ,Unprofessional Conduct ,3/9/2004,2004,No Further Action
723,NYC ,SSI/Classified Material Violation ,3/9/2004,2004,Letter of Counsel
724,ORL ,Miscellaneous ,3/9/2004,2004,Letter of Reprimand
725,NYC ,"Fighting, Threatening, or Intimidating ",3/11/2004,2004,Resignation
726,CHI ,Loss of Equipment ,3/11/2004,2004,Letter of Counsel
727,DAL ,Loss of Equipment ,3/12/2004,2004,Suspension - 2 Day
728,CHI ,Unprofessional Conduct ,3/15/2004,2004,Resignation
729,LAS ,Failure to Honor Just Debts ,3/15/2004,2004,Suspension - 3 Day
730,BOS ,Loss of Equipment ,3/18/2004,2004,Suspension - 1 Day
731,ATL ,Misuse of Government Vehicle ,3/12/2004,2004,No Further Action
733,PHl ,Dress Code Violation ,3/19/2004,2004,Suspension - 1 Day
735,PHL ,Sleeping on Duty ,3/22/2004,2004,Suspension - 2 Day
736,NYC ,Loss of Equipment ,3/22/2004,2004,Letter of Counsel
737,MIA ,Sexual Harassment ,3/22/2004,2004,Letter of Counsel
738,DEN ,Falsification of Records ,3/23/2004,2004,Resignation
740,ATL ,Unprofessional Conduct ,3/25/2004,2004,No Further Action
741,ATL ,Missed Mission ,3/25/2004,2004,Letter of Counsel
742,ATL ,Making Misstatements/False ,3/25/2004,2004,Suspension - 1 Day
743,LAX ,Absent Without Leave ,3/25/2004,2004,Resignation
744,DEN ,Abuse of Position/Authority ,3/25/2004,2004,Letter of Counsel
745,DEN ,Abuse of Position/Authority ,3/25/2004,2004,Letter of Counsel
746,DET ,Loss of Equipment ,3/25/2004,2004,Letter of Counsel
747,ACY ,Failure to Follow Procedure ,3/18/2004,2004,Removal
748,NYC ,Unprofessional Conduct ,3/26/2004,2004,Suspension - 3 Day
749,PHL ,SSI/Classified Material Violation ,3/29/2004,2004,Suspension - 4 Day
750,NYC ,Unprofessional Conduct ,3/26/2004,2004,Letter of Counsel
751,LAX ,Misuse of Government Travel Card ,3/29/2004,2004,Resignation
752,MIA ,Loss of Equipment ,3/30/2004,2004,Letter of Counsel
753,HOU ,Missed Mission ,4/1/2004,2004,Letter of Counsel
754,ORL ,Abuse of Position/Authority ,2/28/2004,2004,No Further Action
755,MIA ,Loss of Equipment ,4/2/2004,2004,Letter of Counsel
756,NYC ,Unprofessional Conduct ,4/5/2004,2004,Suspension - 3 Day
757,CLT ,Misuse of Government Travel Card ,4/9/2004,2004,Suspension - 3 Day
758,CLE ,Loss of Equipment ,4/9/2004,2004,Suspension - 3 Day
759,DAL ,Missed Mission ,4/6/2004,2004,Letter of Counsel
760,DAL ,Failure to Follow Procedure ,4/13/2004,2004,Letter of Counsel
761,DAL ,Failure to Follow Procedure ,4/13/2004,2004,Letter of Counsel
762,PIT ,Criminal Arrest ,4/13/2004,2004,Suspension - 3 Day
763,HOU ,Unprofessional Conduct ,4/13/2004,2004,Letter of Counsel
764,LAX ,Loss of Equipment ,4/7/2004,2004,letter of Counsel
765,DEN ,Missed Mission ,4/8/2004,2004,Letter of Counsel
766,LAX ,Failure to Follow Instruction ,4/13/2004,2004,Letter of Counsel
767,CLE ,Loss of Equipment ,4/14/2004,2004,Letter of Reprimand
768,PHl ,Loss of Equipment ,4/15/2004,2004,Suspension - 4 Day
769,SEA ,Missed Mission ,4/15/2004,2004,Suspension - 1 Day
770,NWK ,Loss of Equipment ,4/15/2004,2004,Letter of Reprimand
771,DET ,Miscellaneous ,4/2/2004,2004,No Further Action
772,WFO ,Loss of Equipment ,4/20/2004,2004,Letter of Counsel
773,NWK ,Unprofessional Conduct ,4/20/2004,2004,Suspension - 3 Day
774,DAL ,Falsification of Records ,4/20/2004,2004,Removal
775,MIA ,Misuse of Government Travel Card ,4/20/2004,2004,Letter of Counsel
776,CLT ,Misuse of Government Travel Card ,4/21/2004,2004,Removal
